ID,name,address,type,length,deadband,label,ELEMENT_NAME,varInvalid1,functTrans,SubscriptionPeriod,RefreshPeriod,link_object_is_from_object_type
:R:A:POLE_OCC:FEP:SYS:ALM:VE0005,deiOCCSYSFEPALM-LINK2,000/001/00049/5/000001,DEIV,4,0,ALM - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ALM:VE0006,deiOCCSYSFEPALM-LINK3,000/002/00049/4/000001,DEIV,4,0,ALM - FEP LINK3 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ALM:VE0007,deiOCCSYSFEPALM-LINK4,000/002/00049/5/000001,DEIV,4,0,ALM - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG01,FG01,,,,,FG01,GRP_VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG01:VE0001,deiOCCSYSFEPFG01-COM,$ComStatus-00145/4+5,DEIV,4,0,FG01 - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG01:VE0002,deiOCCSYSFEPFG01-INF,$InfStatus-00096/4+5,DEIV,4,0,FG01 - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG01:VE0003,deoOCCSYSFEPFG01-SET,$SetComStatus-00096-1,DEOV,4,0,FG01 - FEP SET COM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG01:VE0004,deiOCCSYSFEPFG01-LINK1,000/001/00145/4/000001,DEIV,4,0,FG01 - FEP LINK1 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG01:VE0005,deiOCCSYSFEPFG01-LINK2,000/001/00145/5/000001,DEIV,4,0,FG01 - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG01:VE0006,deiOCCSYSFEPFG01-LINK3,000/002/00145/4/000001,DEIV,4,0,FG01 - FEP LINK3 STATUS,VE,,,,,
